Glacier	Year	Plot	code	lon	lat	time_retreat	ph1	c	n	p	ph	lg_n	lg_p	lg_time	ph.s	time.s	n.s	p.s
odenw	1985	e	odenw_1985_e1	12.639175	47.122639	33	6.34	0.78106308	0	1603.492543	6.34	-4.605170186	7.379939369	3.496507561	-0.235205188	-0.406694343	-0.971209888	-0.287017237
odenw	2008	a	odenw_2008_a1	12.640133	47.120836	10	7.67	0.0862	0	1160.749093	7.67	-4.605170186	7.056820845	2.302585093	0.872565192	-1.469987872	-0.971209888	-0.506163015
odenw	2008	b	odenw_2008_b1	12.639764	47.120939	10	7.7	0.1732	0	904.8183268	7.7	-4.605170186	6.80773418	2.302585093	0.897552493	-1.469987872	-0.971209888	-0.67509883
odenw	2008	c	odenw_2008_c1	12.639547	47.120939	10	7.74	0.0792	0	1314.116559	7.74	-4.605170186	7.180919901	2.302585093	0.930868896	-1.469987872	-0.971209888	-0.421996426
odenw	2008	d	odenw_2008_d1	12.639435	47.121	10	7.65	0.1636	0	1649.482718	7.65	-4.605170186	7.408217014	2.302585093	0.85590699	-1.469987872	-0.971209888	-0.267838744
odenw	2008	e	odenw_2008_e1	12.63938	47.121164	10	7.42	0.1214	0	931.2886153	7.42	-4.605170186	6.836569235	2.302585093	0.664337677	-1.469987872	-0.971209888	-0.655542289
oriza	1825	b	oriza_1825_b1	-97.269346	19.053873	195	6.09	0.702499986	0.048135586	20427.02259	6.09	-2.844977305	9.92461394	5.272999559	-0.443432703	1.175428864	0.456419967	1.438834572
oriza	1825	c	oriza_1825_c1	-97.269148	19.053949	195	6.25	0.375822425	0	26627.86069	6.25	-4.605170186	10.18971334	5.272999559	-0.310167094	1.175428864	-0.971209888	1.61863056
oriza	1825	e	oriza_1825_e1	-97.268633	19.053569	195	6.01	0.742532134	0	19619.93634	6.01	-4.605170186	9.884301488	5.272999559	-0.510065508	1.175428864	-0.971209888	1.411493819
oriza	1875	b	oriza_1875_b1	-97.270118	19.052514	145	5.92	0.880086303	0.065398544	22720.79717	5.92	-2.584967314	10.03103596	4.976733742	-0.585027413	0.911577958	0.667304825	1.511012223
oriza	1875	e	oriza_1875_e1	-97.269761	19.052211	145	5.78	0.689002931	0	22129.66233	5.78	-4.605170186	10.00467417	4.976733742	-0.701634822	0.911577958	-0.971209888	1.493133106
oriza	1945	a	oriza_1945_a1	-97.270694	19.050031	75	6.03	0.665972054	0.0563921	18605.44741	6.03	-2.71217721	9.831209688	4.317488114	-0.493407307	0.324461433	0.564129402	1.375485844
oriza	1945	b	oriza_1945_b1	-97.27087	19.050194	75	6.15	0.33730644	0	18564.5672	6.15	-4.605170186	9.829010053	4.317488114	-0.3934581	0.324461433	-0.971209888	1.373994005
oriza	1945	c	oriza_1945_c1	-97.271072	19.050215	75	6.1	0.209093958	0	18015.18649	6.1	-4.605170186	9.798970375	4.317488114	-0.435103603	0.324461433	-0.971209888	1.353620464
oriza	1945	d	oriza_1945_d1	-97.271283	19.050243	75	6.03	0.033901475	0	11873.60745	6.03	-4.605170186	9.382073355	4.317488114	-0.493407307	0.324461433	-0.971209888	1.070872137
oriza	1945	e	oriza_1945_e1	-97.271332	19.050033	75	6.03	0.235132858	0	14673.73247	6.03	-4.605170186	9.593814268	4.317488114	-0.493407307	0.324461433	-0.971209888	1.214479277
oriza	1958	a	oriza_1958_a1	-97.269451	19.049028	62	6.46	0.069626585	0	23373.33726	6.46	-4.605170186	10.05935122	4.127134385	-0.135255981	0.154934606	-0.971209888	1.530216227
oriza	1958	b	oriza_1958_b1	-97.269624	19.049103	62	5.87	0.070315175	0	19301.43585	5.87	-4.605170186	9.867934768	4.127134385	-0.626672916	0.154934606	-0.971209888	1.400393566
oriza	1958	c	oriza_1958_c1	-97.269796	19.049135	62	6.35	0.053026006	0	23918.07679	6.35	-4.605170186	10.0823898	4.127134385	-0.226876088	0.154934606	-0.971209888	1.54584148
oriza	1958	d	oriza_1958_d1	-97.269963	19.049158	62	6.08	0.106076494	0	17601.66773	6.08	-4.605170186	9.775748934	4.127134385	-0.451761804	0.154934606	-0.971209888	1.337871194
oriza	1958	e	oriza_1958_e1	-97.270104	19.04903	62	5.7	0.152980089	0	23834.48896	5.7	-4.605170186	10.07888893	4.127134385	-0.768267627	0.154934606	-0.971209888	1.543467112
pasqu	1860	a	pasqu_1860_a1	10.58395	46.45339	158	6.83	0.442715943	0.076658323	3366.778656	6.415	-2.44578221	8.121711678	5.062595033	-0.172736934	0.98804503	0.780192913	0.216068342
pasqu	1860	b	pasqu_1860_b1	10.58303	46.45291	158	6.42	0.739082634	0.089715881	3331.938273	6.32	-2.30543033	8.111309477	5.062595033	-0.251863389	0.98804503	0.894027333	0.209013351
pasqu	1860	c	pasqu_1860_c1	10.58238	46.45247	158	6.46	0.885130763	0.124938133	2457.458581	6.115	-2.00293888	7.806882998	5.062595033	-0.422609952	0.98804503	1.139367392	0.00254491
pasqu	1860	d	pasqu_1860_d1	10.58184	46.45156	158	6	0.957995474	0.158077569	3347.505938	5.76	-1.783329683	8.115970851	5.062595033	-0.718293023	0.98804503	1.317484602	0.212174793
pasqu	1860	e	pasqu_1860_e1	10.58134	46.45089	158	5.99	0.687923193	0.123985557	2939.885041	5.705	-2.010023272	7.986125758	5.062595033	-0.764103076	0.98804503	1.133621493	0.12411112
pasqu	1965	a	pasqu_1965_a1	10.58725	46.45374	53	5.98	0.257403314	0.042632702	2652.054656	6.51	-2.944417651	7.883089961	3.970291914	-0.093610478	0.015252516	0.375767439	0.054230075
pasqu	1965	b	pasqu_1965_b1	10.5861	46.45379	53	7.23	0.241330579	0.056431578	649.3746648	6.71	-2.711582761	6.476009846	3.970291914	0.072971534	0.015252516	0.564611538	-0.90008125
pasqu	1965	c	pasqu_1965_c1	10.58506	46.45318	53	6.98	0.264358252	0.049438641	2474.707353	7.015	-2.82281074	7.813877427	3.970291914	0.327009102	0.015252516	0.47439848	0.007288679
pasqu	1965	d	pasqu_1965_d1	10.58377	46.45311	53	5.9	0.445841104	0.079093431	6029.850907	5.875	-2.41806967	8.704477564	3.970291914	-0.622508366	0.015252516	0.802669569	0.611312422
pasqu	1965	e	pasqu_1965_e1	10.58333	46.45182	53	5.63	0.286959946	0.085061452	2555.429082	5.935	-2.353231738	7.845975427	3.970291914	-0.572533763	0.015252516	0.855257311	0.029058218
pasqu	1986	a	pasqu_1986_a1	10.58529	46.45171	32	6.34	0.287547439	0.03209385	567.9831382	6.725	-3.167853626	6.342091732	3.465735903	0.085465185	-0.434099226	0.194546464	-0.990907331
pasqu	1986	b	pasqu_1986_b1	10.5852	46.45268	32	6.07	0.514875948	0.069717217	3851.618668	5.955	-2.529269689	8.256248772	3.465735903	-0.555875561	-0.434099226	0.712479188	0.307314229
pasqu	1986	c	pasqu_1986_c1	10.58566	46.4528	32	6.57	0.228158265	0.054250316	823.5829631	6.255	-2.744968639	6.713664289	3.465735903	-0.306002543	-0.434099226	0.53753344	-0.738899008
pasqu	1986	d	pasqu_1986_d1	10.58642	46.4528	32	6.75	0.235687122	0.047337433	980.5732141	6.155	-2.85880158	6.888137313	3.465735903	-0.389293549	-0.434099226	0.445207589	-0.620567734
pasqu	1986	e	pasqu_1986_e1	10.58725	46.45311	32	5.76	0.124213502	0.02915	1244.946201	6.215	-3.240354857	7.126847596	3.465735903	-0.339318946	-0.434099226	0.135743294	-0.4586694
pasqu	2010	a	pasqu_2010_a1	10.58838	46.45257	8	6.61	0.227213129	0.02535	2175.545341	6.45	-3.342456887	7.685034643	2.079441542	-0.143585082	-1.668716936	0.052931968	-0.080095206
pasqu	2010	b	pasqu_2010_b1	10.58752	46.45262	8	6.53	0.241368353	0.044260388	817.1662318	6.64	-2.913960823	6.70584254	2.079441542	0.01466783	-1.668716936	0.400469888	-0.744203883
pasqu	2010	c	pasqu_2010_c1	10.58676	46.45249	8	6.97	0.253673047	0.048192205	628.204341	6.785	-2.844003867	6.442865497	2.079441542	0.135439788	-1.668716936	0.457209488	-0.922560444
pasqu	2010	d	pasqu_2010_d1	10.58634	46.45206	8	6.87	0.209697917	0.045635895	580.8570975	6.545	-2.8889267	6.364504767	2.079441542	-0.064458626	-1.668716936	0.420774175	-0.975706339
pasqu	2010	e	pasqu_2010_e1	10.58629	46.45163	8	7.18	0.302376986	0.0164	1094.519793	7.255	-3.634391269	6.998071001	2.079441542	0.526907517	-1.668716936	-0.183845628	-0.546008396
plata	1895	a	plata_1895_a1	15.47132	78.20054	123	7.97	4.615510464	0.156428173	637.4757473	7.73	-1.793191455	6.457516233	4.812184355	0.922539795	0.765032179	1.30948607	-0.912624007
plata	1895	b	plata_1895_b1	15.47478	78.20121	123	7.8	3.579396963	0.171113826	1216.058087	7.51	-1.708629571	7.10336983	4.812184355	0.739299582	0.765032179	1.378071207	-0.474592515
plata	1895	c	plata_1895_c1	15.48304	78.20136	123	8.1	5.715367317	0.205653414	701.2628734	7.54	-1.534082724	6.552882814	4.812184355	0.764286884	0.765032179	1.519639948	-0.847944386
plata	1895	d	plata_1895_d1	15.4877	78.20094	123	8.27	5.009498596	0.178544827	824.6567158	7.88	-1.668419492	6.714967198	4.812184355	1.047476304	0.765032179	1.410684172	-0.738015348
plata	1895	e	plata_1895_e1	15.49433	78.19953	123	7.78	4.728658199	0.194060594	1275.781725	7.385	-1.589338301	7.151314388	4.812184355	0.635185824	0.765032179	1.474824114	-0.442075508
plata	1936	a	plata_1936_a1	15.4939	78.19821	82	7.63	3.572706938	0.229271784	1374.397474	7.06	-1.4301552	7.225770713	4.406719247	0.364490055	0.403929647	1.603931867	-0.391577662
plata	1936	b	plata_1936_b1	15.48802	78.20024	82	8.34	3.248390198	0.135523632	1272.279665	8.145	-1.927416785	7.148565582	4.406719247	1.26819747	0.403929647	1.200620677	-0.443939805
plata	1936	c	plata_1936_c1	15.4839	78.20071	82	8.06	3.020161152	0.162597016	1136.646492	7.885	-1.756795792	7.035837532	4.406719247	1.051640855	0.403929647	1.339005298	-0.520394339
plata	1936	d	plata_1936_d1	15.47899	78.20098	82	7.44	4.732935905	0.182947017	1435.07537	7.24	-1.64533965	7.268972649	4.406719247	0.514413866	0.403929647	1.429403411	-0.3622772
plata	1936	e	plata_1936_e1	15.47116	78.20054	82	7.8	2.630653858	0.139153562	1528.116197	7.715	-1.902778883	7.331791012	4.406719247	0.910046144	0.403929647	1.220603604	-0.319672466
plata	1948	a	plata_1948_a1	15.47285	78.20016	70	7.82	3.250968456	0.175094143	1320.713311	7.52	-1.686890705	7.185927256	4.248495242	0.747628683	0.26301718	1.395702828	-0.418600332
plata	1948	b	plata_1948_b1	15.47541	78.20056	70	7.72	3.994880915	0.173916593	841.412308	7.295	-1.693272922	6.735081799	4.248495242	0.560223919	0.26301718	1.390526439	-0.724373203
plata	1948	c	plata_1948_c1	15.48018	78.20001	70	8.58	3.111843824	0.174926087	547.3137028	7.985	-1.687799062	6.305022135	4.248495242	1.134931861	0.26301718	1.394966092	-1.016048711
plata	1948	d	plata_1948_d1	15.48403	78.19951	70	8.32	4.250119209	0.158149272	1090.486955	7.875	-1.782903169	6.994379623	4.248495242	1.043311754	0.26301718	1.317830532	-0.548511966
plata	1948	e	plata_1948_e1	15.48864	78.19848	70	7.86	2.881285906	0.138746258	839.9416087	6.58	-1.905513392	6.733332376	4.248495242	-0.035306774	0.26301718	1.218385741	-0.725559698
plata	1960	a	plata_1960_a1	15.48177	78.19719	58	7.83	4.89624691	0.16371984	620.7028304	7.36	-1.75031139	6.430852433	4.060443011	0.614363073	0.095540039	1.344264565	-0.930707956
plata	1960	b	plata_1960_b1	15.48523	78.19829	58	7.82	3.201653481	0.141398162	640.0688348	7.665	-1.88784208	6.461575725	4.060443011	0.868400641	0.095540039	1.232718313	-0.909870774
plata	1960	c	plata_1960_c1	15.48206	78.19915	58	8.38	4.142279148	0.170986749	608.667785	8.23	-1.709331459	6.41127261	4.060443011	1.338994825	0.095540039	1.37750193	-0.943987405
plata	1960	d	plata_1960_d1	15.47762	78.19944	58	7.93	6.645509243	0.22599984	373.4545713	7.83	-1.443924154	5.922796367	4.060443011	1.005830801	0.095540039	1.592764358	-1.275282265
plata	1960	e	plata_1960_e1	15.47511	78.19961	58	7.95	5.960742474	0.216892257	640.4703082	7.465	-1.483280011	6.462202763	4.060443011	0.701818629	0.095540039	1.560844221	-0.909445504
plata	1990	a	plata_1990_a1	15.47353	78.19811	28	8.19	3.64758563	0.142348088	576.0118204	7.47	-1.881587322	6.356128182	3.33220451	0.70598318	-0.553020739	1.237791325	-0.981387515
plata	1990	b	plata_1990_b1	15.47601	78.19839	28	7.45	3.115065098	0.160704032	4501.845784	7.3	-1.767824031	8.412242766	3.33220451	0.564388469	-0.553020739	1.330060685	0.413112636
plata	1990	c	plata_1990_c1	15.47824	78.1981	28	8.18	3.08486557	0.128488429	597.2027232	7.355	-1.976968503	6.392256626	3.33220451	0.610198523	-0.553020739	1.160431041	-0.956884445
plata	1990	d	plata_1990_d1	15.4782	78.1989	28	7.91	2.700717688	0.103563271	493.5700644	7.775	-2.17539514	6.201664823	3.33220451	0.960020748	-0.553020739	0.999494252	-1.086147814
plata	1990	e	plata_1990_e1	15.4813	78.19734	28	7.8	3.258736849	0.130672775	1551.8676	6.11	-1.961318829	7.347214388	3.33220451	-0.426774502	-0.553020739	1.173123935	-0.309212008
rotmo	1858	a	rotmo_1858_a1	11.030302	46.839403	160	5.06	10.308	0.0769	3246.279313	5.06	-2.442997247	8.085264793	5.075173815	-1.301330065	0.999247547	0.782451698	0.191349298
rotmo	1858	b	rotmo_1858_b1	11.030295	46.839565	160	5.84	18.654	0.1312	5833.200384	5.84	-1.957577954	8.67132108	5.075173815	-0.651660218	0.999247547	1.176158026	0.588824997
rotmo	1858	c	rotmo_1858_c1	11.030372	46.839704	160	5.57	10.427	0.0746	3085.607217	5.57	-2.469821012	8.034503746	5.075173815	-0.876545935	0.999247547	0.760695896	0.156922089
rotmo	1858	d	rotmo_1858_d1	11.030452	46.839851	160	5.32	0.8606	0.0685	2626.491218	5.32	-2.544656654	7.873404097	5.075173815	-1.08477345	0.999247547	0.699999368	0.047660919
rotmo	1858	e	rotmo_1858_e1	11.030632	46.840006	160	6.12	22.655	0.1723	8868.10614	6.12	-1.702101597	9.09021654	5.075173815	-0.418445401	0.999247547	1.383365814	0.872928707
rotmo	1872	a	rotmo_1872_a1	11.032285	46.837904	146	6.62	0.3318	0.0371	1598.617093	6.62	-3.055482278	7.376894218	4.983606622	-0.001990371	0.917698865	0.285686869	-0.289082523
rotmo	1872	b	rotmo_1872_b1	11.032231	46.838078	146	4.81	0.3318	0.1305	6111.721621	4.81	-1.96254779	8.717963783	4.983606622	-1.50955758	0.917698865	1.172127168	0.620459059
rotmo	1872	c	rotmo_1872_c1	11.032129	46.838331	146	4.89	24.845	0.2319	9069.97654	4.89	-1.419230861	9.112724957	4.983606622	-1.442924775	0.917698865	1.612792209	0.888194389
rotmo	1872	d	rotmo_1872_d1	11.032137	46.838502	146	5.06	16.623	0.1513	6734.749689	5.06	-1.824489294	8.815035922	4.983606622	-1.301330065	0.917698865	1.284101505	0.686295426
rotmo	1872	e	rotmo_1872_e1	11.032199	46.838812	146	5.64	25.414	0.2004	7329.83926	5.64	-1.558744798	8.899708866	4.983606622	-0.81824223	0.917698865	1.499637416	0.743722396
rotmo	1910	a	rotmo_1910_a1	11.035065	46.836016	108	4.96	11.663	0.107	5026.991352	4.96	-2.145581344	8.522576943	4.682131227	-1.384621071	0.649208368	1.023675161	0.487943595
rotmo	1910	b	rotmo_1910_b1	11.035257	46.836273	108	6.12	0.5769	0.0455	2832.879492	6.12	-2.891372258	7.949048962	4.682131227	-0.418445401	0.649208368	0.41879067	0.098964857
rotmo	1910	c	rotmo_1910_c1	11.035351	46.836394	108	7.15	14.327	0.0904	1981.67984	7.15	-2.298593072	7.591700168	4.682131227	0.43945196	0.649208368	0.89957279	-0.14339661
rotmo	1910	d	rotmo_1910_d1	11.035422	46.836542	108	7.78	0.8556	0.0634	729.2152347	7.78	-2.611831343	6.591968935	4.682131227	0.964185298	0.649208368	0.645516366	-0.821435357
rotmo	1910	e	rotmo_1910_e1	11.035444	46.836675	108	6.19	20.019	0.161	6438.763599	6.19	-1.766091722	8.770091813	4.682131227	-0.360141697	0.649208368	1.331465699	0.655813385
rotmo	1921	a	rotmo_1921_a1	11.035545	46.834953	97	5.44	11.351	0.0861	4707.073946	5.44	-2.342365963	8.456821751	4.574710979	-0.984824242	0.553541138	0.864070154	0.443347041
rotmo	1921	b	rotmo_1921_b1	11.035588	46.835186	97	5.72	0.7285	0.0529	2689.35006	5.72	-2.766209115	7.89705483	4.574710979	-0.751609426	0.553541138	0.520306045	0.063701343
rotmo	1921	c	rotmo_1921_c1	11.035664	46.835402	97	5.47	0.2309	0	9611.755041	5.47	-4.605170186	9.170742112	4.574710979	-0.959836941	0.553541138	-0.971209888	0.927542844
rotmo	1921	d	rotmo_1921_d1	11.035708	46.835574	97	5.3	0.8438	0.0719	2580.411197	5.3	-2.502256288	7.855704044	4.574710979	-1.101431651	0.553541138	0.734388797	0.035656371
rotmo	1921	e	rotmo_1921_e1	11.035654	46.83582	97	5.19	0.6072	0.044	1811.96204	5.19	-2.918771232	7.502165537	4.574710979	-1.193051757	0.553541138	0.396568336	-0.20412088
rotmo	1956	a	rotmo_1956_a1	11.039235	46.829739	62	5.86	12.978	0.0929	3640.229469	5.86	-2.273997636	8.199801999	4.127134385	-0.635002017	0.154934606	0.919521273	0.269030841
rotmo	1956	b	rotmo_1956_b1	11.039337	46.829958	62	5.83	0.5692	0.0453	2448.821251	5.83	-2.89498237	7.803362066	4.127134385	-0.659989319	0.154934606	0.415862636	0.00015694
rotmo	1956	c	rotmo_1956_c1	11.039379	46.830224	62	6.55	0.5846	0.0429	1708.204794	6.55	-2.93935194	7.44319827	4.127134385	-0.060294076	0.154934606	0.379876056	-0.244113721
rotmo	1956	d	rotmo_1956_d1	11.039464	46.830527	62	5.84	0.8103	0.0608	2407.772234	5.84	-2.647896278	7.786457215	4.127134385	-0.651660218	0.154934606	0.61626538	-0.011308285
rotmo	1956	e	rotmo_1956_e1	11.039588	46.830639	62	5.83	0.5539	0.0375	3486.844023	5.83	-3.047025568	8.156752315	4.127134385	-0.659989319	0.154934606	0.292545805	0.239833639
rotmo	1993	a	rotmo_1993_a1	11.043741	46.8256	25	7.27	0.404	0.035	690.0706095	7.27	-3.101092789	6.536793925	3.218875825	0.539401168	-0.653949954	0.248693805	-0.858856209
rotmo	1993	b	rotmo_1993_b1	11.043726	46.825702	25	7.13	0.4115	0.036	658.0536221	7.13	-3.079113882	6.489286421	3.218875825	0.422793759	-0.653949954	0.266520115	-0.891076798
rotmo	1993	c	rotmo_1993_c1	11.043641	46.825902	25	8.1	0.5095	0	310.2643126	8.1	-4.605170186	5.737424555	3.218875825	1.230716517	-0.653949954	-0.971209888	-1.401005326
rotmo	1993	d	rotmo_1993_d1	11.043494	46.826033	25	8.26	0.6931	0	425.1769986	8.26	-4.605170186	6.05250555	3.218875825	1.363982127	-0.653949954	-0.971209888	-1.18731077
rotmo	1993	e	rotmo_1993_e1	11.043343	46.826224	25	8.25	0.8827	0.0112	184.7425852	8.25	-3.853754097	5.218963425	3.218875825	1.355653026	-0.653949954	-0.361763018	-1.752636568
rutor	1850	a	rutor_1850_a1	6.997482	45.670338	168	4.27	0.3394	0	2824.574935	4.27	-4.605170186	7.946113167	5.123963979	-1.959329013	1.042699503	-0.971209888	0.096973739
rutor	1850	b	rutor_1850_b1	6.99722	45.670146	168	5.18	0.8145	0.06	7317.090051	5.18	-2.659260037	8.897967994	5.123963979	-1.201380858	1.042699503	0.607048639	0.7425417
rutor	1850	c	rutor_1850_c1	6.992513	45.671613	168	5.71	0.6135	0.04	4672.608405	5.71	-2.995732274	8.44947274	5.123963979	-0.759938526	1.042699503	0.334147973	0.438362787
rutor	1850	f	rutor_1850_f1	6.97041	45.67445	168	5.22	1.7923	0.14	11107.11681	5.22	-1.897119985	9.315341336	5.123963979	-1.168064456	1.042699503	1.225193335	1.025613079
rutor	1850	g	rutor_1850_g1	6.971449	45.674347	168	5.2	2.1467	0.17	9366.047348	5.2	-1.714798428	9.144846445	5.123963979	-1.184722657	1.042699503	1.373067866	0.909979858
rutor	1864	a	rutor_1864_a1	6.989097	45.670827	154	4.8	0.5097	0.04	4721.531584	4.8	-2.995732274	8.459888514	5.036952602	-1.517886681	0.965208178	0.334147973	0.445426984
rutor	1864	b	rutor_1864_b1	6.988908	45.670697	154	4.84	0.753	0.06	5273.636313	4.84	-2.659260037	8.570475406	5.036952602	-1.484570278	0.965208178	0.607048639	0.52042934
rutor	1864	c	rutor_1864_c1	6.989717	45.670919	154	5.19	0.396	0.03	4319.429923	5.19	-3.218875825	8.37087871	5.036952602	-1.193051757	0.965208178	0.153164173	0.385058664
rutor	1864	d	rutor_1864_d1	6.987434	45.669964	154	4.97	0.7348	0.06	3502.054596	4.97	-2.659260037	8.161105103	5.036952602	-1.376291971	0.965208178	0.607048639	0.242785791
rutor	1864	e	rutor_1864_e1	6.986928	45.669847	154	4.88	1.2386	0.11	9517.223992	4.88	-2.120263536	9.160858488	5.036952602	-1.451253876	0.965208178	1.044209535	0.920839562
rutor	1864	f	rutor_1864_f1	6.969601	45.673565	154	5.07	1.0486	0.08	5594.957842	5.07	-2.407945609	8.629621086	5.036952602	-1.293000965	0.965208178	0.810880836	0.560543184
rutor	1864	g	rutor_1864_g1	6.969966	45.673434	154	5.05	1.6708	0.13	6532.867375	5.05	-1.966112856	8.784601234	5.036952602	-1.309659166	0.965208178	1.16923567	0.66565398
rutor	1873	d	rutor_1873_d1	6.98441	45.667867	145	4.9	0.2747	0.03	3442.860554	4.9	-3.218875825	8.144057961	4.976733742	-1.434595675	0.911577958	0.153164173	0.231224061
rutor	1873	e	rutor_1873_e1	6.985492	45.668363	145	5.15	0.4682	0.05	4723.513057	5.15	-2.813410717	8.460308093	4.976733742	-1.22636816	0.911577958	0.482022504	0.445711552
rutor	1905	a	rutor_1905_a1	6.990692	45.669154	113	5.55	1.7811	0.15	7159.921907	5.55	-1.832581464	8.876254353	4.727387819	-0.893204136	0.689513365	1.277538234	0.727815053
rutor	1905	b	rutor_1905_b1	6.99094	45.669307	113	5.29	0.4132	0.03	3878.526416	5.29	-3.218875825	8.263210571	4.727387819	-1.109760751	0.689513365	0.153164173	0.312035867
rutor	1905	c	rutor_1905_c1	6.991571	45.669802	113	5.51	0.7159	0.05	6221.190297	5.51	-2.813410717	8.735716533	4.727387819	-0.926520538	0.689513365	0.482022504	0.632499348
rutor	1905	d	rutor_1905_d1	6.990168	45.668949	113	5.73	1.2097	0.1	9369.151184	5.73	-2.207274913	9.145177782	4.727387819	-0.743280325	0.689513365	0.973637701	0.910204578
rutor	1905	e	rutor_1905_e1	6.98955	45.668957	113	5.61	0.4701	0	6769.384156	5.61	-4.605170186	8.820165395	4.727387819	-0.843229532	0.689513365	-0.971209888	0.689774342
rutor	1933	a	rutor_1933_a1	6.99939	45.670481	85	6.42	0.3501	0	4194.067006	6.42	-4.605170186	8.341426188	4.442651256	-0.168572383	0.435930279	-0.971209888	0.365083343
rutor	1933	b	rutor_1933_b1	6.999177	45.67041	85	5.42	0.8137	0.0696	7253.824675	5.42	-2.530741186	8.88928415	4.442651256	-1.001482444	0.435930279	0.711285709	0.736652135
rutor	1933	c	rutor_1933_c1	6.998871	45.670349	85	5.82	1.336	0.1093	9977.97631	5.82	-2.12611395	9.208135574	4.442651256	-0.668318419	0.435930279	1.039464472	0.952903876
rutor	1933	d	rutor_1933_d1	6.998501	45.670285	85	5.58	0.5918	0.0514	4513.180497	5.58	-2.790345444	8.414757394	4.442651256	-0.868216834	0.435930279	0.500729927	0.41481811
rutor	1933	e	rutor_1933_e1	6.99831	45.670202	85	5.16	0.441	0.0365	3713.482029	5.16	-3.068302966	8.219725268	4.442651256	-1.218039059	0.435930279	0.275288464	0.28254322
rutor	1954	a	rutor_1954_a1	7.001564	45.669532	64	6.23	0.5413	0.0424	2574.347495	6.23	-2.948848688	7.853351381	4.158883083	-0.326825295	0.183209629	0.372173582	0.034060745
rutor	1954	b	rutor_1954_b1	6.999609	45.669433	64	6.35	0.4235	0	2235.812715	6.35	-4.605170186	7.712360072	4.158883083	-0.226876088	0.183209629	-0.971209888	-0.061562526
rutor	1954	c	rutor_1954_c1	6.999397	45.669412	64	5.82	0.6328	0.0534	5490.759697	5.82	-2.758291418	8.610821903	4.158883083	-0.668318419	0.183209629	0.526727808	0.547793183
rutor	1954	d	rutor_1954_d1	6.998539	45.669022	64	5.27	0.8529	0.0681	4329.392038	5.27	-2.549765222	8.373182404	4.158883083	-1.126418953	0.183209629	0.69585599	0.386621077
rutor	1954	e	rutor_1954_e1	6.997475	45.668539	64	4.89	0.7682	0.0601	3798.683102	4.89	-2.657832485	8.242409733	4.158883083	-1.442924775	0.183209629	0.608206476	0.297928302
rutor	1988	a	rutor_1988_a1	7.000305	45.668546	30	5.04	0.3535	0.0291	5110.80454	5.04	-3.241632812	8.539112115	3.401197382	-1.317988266	-0.491576486	0.13470679	0.499158097
rutor	1988	b	rutor_1988_b1	7.000533	45.668741	30	5.83	0.3438	0.03	4041.169178	5.83	-3.218875825	8.30428933	3.401197382	-0.659989319	-0.491576486	0.153164173	0.339896345
rutor	1988	c	rutor_1988_c1	7.001018	45.668877	30	6.65	0.2557	0.02	1361.595643	6.65	-3.506557897	7.216412558	3.401197382	0.02299693	-0.491576486	-0.080164526	-0.397924559
rutor	1988	d	rutor_1988_d1	6.9981	45.668493	30	5.36	0.6388	0.05	3185.618528	5.36	-2.813410717	8.066401749	3.401197382	-1.051457047	-0.491576486	0.482022504	0.178555986
rutor	1988	e	rutor_1988_e1	6.998324	45.668546	30	6.35	1.0085	0.08	4473.078714	6.35	-2.407945609	8.405832201	3.401197382	-0.226876088	-0.491576486	0.810880836	0.408764856
rutor	2006	a	rutor_2006_a1	6.996533	45.667744	12	6.7	0.1279	0	143.2383308	6.7	-4.605170186	4.964509892	2.48490665	0.064642433	-1.307614405	-0.971209888	-1.925212306
rutor	2006	b	rutor_2006_b1	6.996256	45.667689	12	6.34	0.1509	0	2049.873625	6.34	-4.605170186	7.625533424	2.48490665	-0.235205188	-1.307614405	-0.971209888	-0.120450184
rutor	2006	c	rutor_2006_c1	6.995817	45.667626	12	6.23	0.1325	0	1235.335114	6.23	-4.605170186	7.11909756	2.48490665	-0.326825295	-1.307614405	-0.971209888	-0.463925638
rutor	2006	d	rutor_2006_d1	6.995512	45.667508	12	6.21	0.1274	0	2340.76134	6.21	-4.605170186	7.758231514	2.48490665	-0.343483496	-1.307614405	-0.971209888	-0.030451549
rutor	2006	e	rutor_2006_e1	6.994925	45.667184	12	6.85	0.1715	0	448.196733	6.85	-4.605170186	6.105232272	2.48490665	0.189578942	-1.307614405	-0.971209888	-1.151550398
sanis	1850	a	sanis_1850_a1	-75.375632	4.831647	169	5.29	19.39043617	0.652022123	18086.96009	5.29	-0.412456305	9.802946521	5.129898715	-1.109760751	1.04798491	2.429351253	1.356317169
sanis	1850	b	sanis_1850_b1	-75.375647	4.831562	169	5.28	1.730444312	0.122606106	37560.1375	5.28	-2.020372153	10.53369859	5.129898715	-1.118089852	1.04798491	1.125227884	1.851928593
sanis	1850	c	sanis_1850_c1	-75.378027	4.831464	169	5.48	2.321851254	0.139406025	8539.250342	5.48	-1.901087676	9.052428501	5.129898715	-0.95150784	1.04798491	1.221975281	0.847300065
sanis	1850	d	sanis_1850_d1	-75.375974	4.831315	169	5.67	3.200409412	0.22288844	12049.97432	5.67	-1.457195739	9.396817808	5.129898715	-0.793254929	1.04798491	1.582000247	1.080872135
